Month,ZipCode,ZipName,Median Listing Price,Median Listing Price M/M,Median Listing Price Y/Y,Active Listing Count ,Active Listing Count M/M,Active Listing Count Y/Y,Days on Market ,Days on Market M/M,Days on Market Y/Y,New Listing Count ,New Listing Count M/M,New Listing Count Y/Y,Price Increase Count ,Price Increase Count M/M,Price Increase Count Y/Y,Price Decrease Count ,Price Decrease Count M/M,Price Decrease Count Y/Y,Pending Listing Count ,Pending Listing Count M/M,Pending Listing Count Y/Y,Avg Listing Price,Avg Listing Price M/M,Avg Listing Price Y/Y,Total Listing Count,Total Listing Count M/M,Total Listing Count Y/Y,Pending Ratio,Pending Ratio M/M,Pending Ratio Y/Y
2016-05-01,78746.0,"Austin, TX",1500000.0,-0.099,0.0345,207.0,0.0615,0.1436,65.0,0.25,,64.0,0.0667,-0.0588,4.0,,,72.0,0.1613,0.2857,61.0,0.0,0.4186,2199400.0,-0.0596,0.0146,268.0,0.0469,0.1964,0.2947,-0.0181,0.0571
2016-05-01,78747.0,"Austin, TX",289100.0,-0.0058,-0.0363,52.0,0.0612,-0.0545,31.0,0.1481,0.0,32.0,0.0,0.0,0.0,,-1.0,12.0,-0.25,0.0,32.0,-0.3333,0.1429,319100.0,-0.0124,-0.0271,84.0,-0.134,0.012,0.6154,-0.3642,0.1063
2016-05-01,78748.0,"Austin, TX",325000.0,0.0109,0.1211,112.0,0.098,0.1546,38.0,-0.0732,,84.0,0.2727,0.0,4.0,-0.3333,,44.0,0.2941,0.8333,84.0,-0.2821,0.012,345600.0,-0.012,0.0807,196.0,-0.105,0.0889,0.75,-0.3971,-0.1057
2016-05-01,78749.0,"Austin, TX",370000.0,0.0596,0.0725,37.0,0.6818,,18.0,-0.3571,0.2857,52.0,0.4444,0.3,0.0,,,20.0,1.0,0.25,44.0,-0.2542,-0.2787,373300.0,0.0358,0.0976,81.0,0.0,-0.1383,1.1892,-1.4926,-0.6593
2016-05-01,78750.0,"Austin, TX",485000.0,-0.0228,0.2439,59.0,0.1569,0.2553,30.0,0.0345,0.5,44.0,0.1,0.1,0.0,,,28.0,0.0,0.1667,45.0,-0.1818,-0.0426,484500.0,0.03,0.143,104.0,-0.0189,0.1064,0.7627,-0.3157,-0.2373
2016-05-01,78751.0,"Austin, TX",479000.0,-0.0699,0.0246,45.0,0.1842,0.2857,37.0,-0.3509,0.1935,28.0,0.1667,0.1667,0.0,,,28.0,0.5556,0.4,24.0,-0.2727,0.4118,528500.0,0.0175,0.0015,69.0,-0.0282,0.3269,0.5333,-0.3351,0.0476
2016-05-01,78753.0,"Austin, TX",273500.0,0.0479,0.258,27.0,-0.1,,38.0,0.1176,0.7273,20.0,0.0,0.6667,4.0,-0.3333,,12.0,0.5,,31.0,-0.225,-0.1389,273500.0,0.0356,0.1623,58.0,-0.1714,0.0741,1.1481,-0.1852,-0.8519
2016-05-01,78754.0,"Austin, TX",249900.0,0.02,0.176,30.0,-0.1176,0.25,35.0,-0.1463,0.75,24.0,0.0,0.0,4.0,1.0,0.0,4.0,-0.7143,-0.5,38.0,-0.1915,0.4615,296400.0,0.0168,0.1002,68.0,-0.1605,0.36,1.2667,-0.1157,0.1833
2016-05-01,78756.0,"Austin, TX",534400.0,-0.0113,,42.0,0.1667,,46.0,0.2778,,20.0,0.1111,0.6667,0.0,,,28.0,0.75,2.5,16.0,-0.1111,0.7778,543100.0,-0.0519,0.0691,58.0,0.0741,0.9333,0.381,-0.119,-0.0476
2016-05-01,78757.0,"Austin, TX",444900.0,0.0169,0.0473,60.0,0.0169,0.1321,37.0,0.2333,,36.0,-0.3571,-0.3571,0.0,,-1.0,32.0,0.4545,0.3333,48.0,0.0435,0.0667,444800.0,-0.0038,0.0294,108.0,0.0286,0.102,0.8,0.0203,-0.0491
2016-05-01,78758.0,"Austin, TX",202500.0,0.3279,,29.0,0.2083,0.2609,36.0,-0.0526,0.2,32.0,0.4545,1.0,0.0,,,8.0,0.3333,,36.0,-0.2653,0.2857,247400.0,0.1286,0.4476,65.0,-0.1096,0.2745,1.2414,-0.8003,0.024
2016-05-01,78759.0,"Austin, TX",514500.0,0.029,-0.0804,56.0,0.1429,0.098,31.0,-0.2439,0.3478,36.0,-0.1,0.0,0.0,,,32.0,0.6,0.3333,45.0,-0.2857,0.0465,499900.0,0.0159,-0.1877,101.0,-0.0982,0.0745,0.8036,-0.4821,-0.0396
2016-04-01,78701.0,"Austin, TX",563000.0,-0.1113,-0.1628,99.0,0.0206,0.5231,57.0,0.425,0.1875,18.0,-0.3571,-0.4375,4.0,,,16.0,-0.3846,0.1429,30.0,0.5,0.3636,943300.0,-0.0783,-0.1549,129.0,0.1026,0.4828,0.303,0.0968,-0.0354
2016-04-01,78702.0,"Austin, TX",427000.0,-0.0372,0.0326,93.0,-0.0211,0.2237,59.0,-0.0328,,44.0,0.4667,-0.0833,2.0,,-0.5,36.0,0.2857,0.125,76.0,-0.0952,0.6522,483500.0,-0.0123,0.0718,169.0,-0.0559,0.3852,0.8172,-0.067,0.2119
2016-04-01,78703.0,"Austin, TX",910000.0,0.043,-0.1333,116.0,0.0943,0.3488,54.0,-0.1818,,42.0,0.0,-0.1923,0.0,,-1.0,46.0,0.0,1.875,45.0,0.0714,0.25,1208000.0,0.011,-0.0887,161.0,0.0878,0.3197,0.3879,-0.0083,-0.0307
2016-04-01,78704.0,"Austin, TX",625000.0,-0.0295,0.0008,222.0,0.0472,0.2265,47.0,0.0217,0.3429,108.0,0.2558,-0.0526,8.0,1.0,-0.3333,86.0,0.303,0.1944,110.0,0.1579,0.25,712500.0,-0.0322,0.0703,332.0,0.0814,0.2342,0.4955,0.0474,0.0093
2016-04-01,78705.0,"Austin, TX",309500.0,-0.0797,0.2805,48.0,0.0,0.0667,36.0,0.2857,0.2414,30.0,0.0,0.25,2.0,,,14.0,0.0,0.75,38.0,0.0556,0.9,411500.0,0.0633,0.451,86.0,0.0238,0.3231,0.7917,0.0417,0.3472
2016-04-01,78717.0,"Austin, TX",376500.0,0.0043,0.007,81.0,0.0385,0.35,49.0,0.225,0.6333,42.0,0.0,0.05,4.0,-0.3333,-0.5,20.0,-0.1667,0.1111,49.0,-0.0755,0.1951,413300.0,-0.011,-0.0074,130.0,-0.0076,0.2871,0.6049,-0.0745,-0.0784
2016-04-01,78721.0,"Austin, TX",345900.0,0.0572,,47.0,0.1463,,46.0,-0.098,,30.0,0.6667,0.5,0.0,,,22.0,0.8333,4.5,30.0,0.2,0.5789,341500.0,-0.002,0.0286,77.0,0.1667,0.7907,0.6383,0.0285,-0.1534
2016-04-01,78723.0,"Austin, TX",373500.0,0.0008,-0.0472,57.0,0.0556,0.0556,45.0,-0.0217,,34.0,0.0,-0.3704,0.0,,-1.0,32.0,-0.1111,0.6,57.0,-0.0952,0.4615,394700.0,0.0003,-0.0793,114.0,-0.0256,0.2258,1.0,-0.1667,0.2778
2016-04-01,78726.0,"Austin, TX",513100.0,0.0077,0.1104,36.0,0.0286,-0.0526,55.0,-0.0984,-0.0833,20.0,1.0,-0.2308,0.0,-1.0,,8.0,0.3333,-0.4286,29.0,-0.0645,0.7059,609200.0,-0.0171,0.2718,65.0,-0.0152,0.1818,0.8056,-0.0802,0.3582
2016-04-01,78727.0,"Austin, TX",334900.0,-0.0033,0.2017,22.0,-0.2903,,38.0,0.1176,,24.0,0.0909,-0.1429,6.0,-0.25,,6.0,0.0,-0.4,49.0,0.0,1.2273,346900.0,-0.034,0.1958,71.0,-0.1125,0.449,2.2273,0.6466,1.4125
2016-04-01,78729.0,"Austin, TX",299800.0,0.0285,0.1638,23.0,-0.1481,0.2105,29.0,-0.3095,,24.0,0.2,-0.1429,0.0,,-1.0,2.0,-0.8333,-0.5,44.0,0.2571,0.2571,296000.0,0.0207,0.1535,67.0,0.0806,0.2407,1.913,0.6167,0.0709
2016-04-01,78730.0,"Austin, TX",865000.0,0.0031,-0.0055,45.0,-0.1,-0.1346,44.0,0.1892,0.2571,14.0,-0.5,-0.5333,0.0,-1.0,,12.0,1.0,-0.1429,28.0,0.1667,0.0,1086900.0,0.0202,0.0006,73.0,-0.0135,-0.0875,0.6222,0.1422,0.0838
2016-04-01,78731.0,"Austin, TX",849200.0,0.0964,0.1689,82.0,0.3667,0.2813,37.0,0.0278,0.2333,56.0,0.4737,0.3333,0.0,-1.0,,36.0,0.6364,0.6364,55.0,0.1224,0.2791,1338000.0,-0.0215,0.3095,137.0,0.2569,0.2804,0.6707,-0.1459,-0.0011
2016-04-01,78732.0,"Austin, TX",675000.0,-0.0095,0.102,111.0,0.1327,-0.1591,40.0,-0.2593,-0.0698,54.0,-0.0357,-0.0357,0.0,-1.0,,28.0,-0.125,-0.4167,66.0,0.082,0.5714,1166400.0,-0.0104,0.3324,177.0,0.1132,0.0172,0.5946,-0.0279,0.2764
2016-04-01,78733.0,"Austin, TX",1574500.0,0.0411,0.3544,38.0,0.0857,-0.2963,41.0,-0.2679,-0.3692,18.0,0.2857,-0.1,0.0,,,10.0,0.0,-0.375,22.0,0.2941,0.0,2691500.0,0.0301,0.5198,60.0,0.1538,-0.2105,0.5789,0.0932,0.1715
2016-04-01,78734.0,"Austin, TX",649000.0,0.0356,0.0835,250.0,0.1062,-0.0458,61.0,-0.0317,0.0893,90.0,0.2162,0.0227,2.0,0.0,-0.6667,46.0,0.0952,-0.303,95.0,-0.0865,0.7273,1121000.0,-0.0107,0.1029,345.0,0.0455,0.0883,0.38,-0.0802,0.1701
2016-04-01,78735.0,"Austin, TX",1161500.0,-0.0845,,113.0,0.3294,0.4868,47.0,-0.1132,-0.1132,50.0,0.3158,0.9231,2.0,,,26.0,0.1818,0.0,25.0,-0.0385,0.5625,1359600.0,-0.0388,-0.2406,138.0,0.2432,0.5,0.2212,-0.0846,0.0107
2016-04-01,78736.0,"Austin, TX",510500.0,-0.0217,0.1693,21.0,-0.0455,-0.087,59.0,0.3409,,8.0,-0.4286,-0.5556,0.0,,,8.0,1.0,0.3333,15.0,0.0,0.25,711400.0,-0.0228,0.2708,36.0,-0.027,0.0286,0.7143,0.0325,0.1925
2016-04-01,78737.0,"Austin, TX",487900.0,-0.0201,-0.0226,94.0,0.0682,-0.0408,47.0,-0.06,-0.1455,54.0,0.4211,0.0,4.0,1.0,-0.5,28.0,0.4,-0.0667,61.0,0.0702,0.9063,542300.0,0.0196,-0.2232,155.0,0.069,0.1923,0.6489,0.0012,0.3224
2016-04-01,78738.0,"Austin, TX",649900.0,-0.031,0.012,300.0,0.087,0.0309,53.0,-0.1719,,102.0,0.0,0.1591,14.0,2.5,-0.4615,86.0,0.1026,0.1622,110.0,0.134,0.9643,895400.0,-0.0091,0.0961,410.0,0.0992,0.1816,0.3667,0.0152,0.1742
2016-04-01,78739.0,"Austin, TX",485800.0,-0.0278,0.0227,62.0,0.2653,-0.0746,41.0,-0.0465,0.3667,40.0,0.1111,-0.0909,0.0,-1.0,-1.0,16.0,3.0,0.0,59.0,0.1569,0.5526,537400.0,-0.0355,0.0401,121.0,0.21,0.1524,0.9516,-0.0892,0.3844
2016-04-01,78741.0,"Austin, TX",350000.0,0.0753,0.3094,34.0,0.1724,,38.0,0.6522,0.1176,20.0,-0.375,-0.2308,2.0,,-0.6667,4.0,,0.0,54.0,0.125,1.4545,344900.0,0.0189,0.2252,88.0,0.1429,0.6296,1.5882,-0.0669,0.9007
2016-04-01,78744.0,"Austin, TX",272800.0,0.0022,0.1902,53.0,-0.0536,,59.0,0.2553,,20.0,0.1111,-0.0909,12.0,-0.5714,0.2,4.0,-0.75,0.0,121.0,-0.0242,5.7222,264000.0,-0.0168,0.1316,174.0,-0.0333,2.283,2.283,0.0687,1.7687
2016-04-01,78745.0,"Austin, TX",305000.0,-0.0117,0.0089,76.0,0.1343,,37.0,0.2333,,72.0,0.3846,0.2414,0.0,-1.0,-1.0,30.0,0.5,0.1538,153.0,0.0851,1.4286,325300.0,-0.019,0.1091,229.0,0.101,0.8031,2.0132,-0.0913,1.0288
2016-04-01,78746.0,"Austin, TX",1664800.0,-0.0196,0.1099,195.0,0.1404,0.3732,52.0,0.0196,0.2683,60.0,0.0,-0.1429,0.0,-1.0,-1.0,62.0,0.7222,1.2143,61.0,0.22,0.4878,2338900.0,-0.0097,0.0759,256.0,0.1584,0.3989,0.3128,0.0204,0.0241
2016-04-01,78747.0,"Austin, TX",290800.0,0.0097,0.0104,49.0,0.1951,0.0652,27.0,-0.46,-0.2059,32.0,0.3333,0.0,0.0,-1.0,,16.0,1.6667,1.6667,48.0,0.4118,1.087,323100.0,0.0059,0.0069,97.0,0.2933,0.4058,0.9796,0.1503,0.4796
2016-04-01,78748.0,"Austin, TX",321500.0,0.0034,0.1183,102.0,0.0851,0.5692,41.0,0.4138,0.64,66.0,0.0645,0.0,6.0,-0.75,0.0,34.0,0.0625,0.8889,117.0,0.1038,0.5395,349800.0,-0.0102,0.142,219.0,0.095,0.5532,1.1471,0.0194,-0.0222
2016-04-01,78749.0,"Austin, TX",349200.0,0.002,0.0107,22.0,-0.0833,,28.0,0.5556,,36.0,-0.0526,-0.0526,0.0,,,10.0,0.25,-0.2857,59.0,0.1346,0.3111,360400.0,-0.003,0.0701,81.0,0.0658,0.1408,2.6818,0.5152,0.951
2016-04-01,78750.0,"Austin, TX",496300.0,-0.0316,0.2448,51.0,0.2439,0.4167,29.0,0.0357,,40.0,-0.0476,-0.2593,0.0,,,28.0,0.4,1.0,55.0,0.4474,0.1957,470400.0,0.0049,0.0841,106.0,0.3418,0.2927,1.0784,0.1516,-0.1993
2016-04-01,78751.0,"Austin, TX",515000.0,0.0729,0.0118,38.0,-0.0256,0.3571,57.0,0.2667,,24.0,0.3333,0.0,0.0,,,18.0,0.5,1.25,33.0,0.0645,1.2,519400.0,0.015,-0.0378,71.0,0.0143,0.6512,0.8684,0.0735,0.3327
2016-04-01,78753.0,"Austin, TX",261000.0,0.0324,0.2813,30.0,0.3636,0.3043,34.0,-0.1053,0.4167,20.0,-0.0909,-0.1667,6.0,2.0,0.5,8.0,-0.2,-0.4286,40.0,-0.0244,0.8182,264100.0,0.0435,0.1707,70.0,0.1111,0.5556,1.3333,-0.5303,0.3768
2016-04-01,78754.0,"Austin, TX",245000.0,-0.1029,,34.0,0.0968,,41.0,-0.0889,,24.0,0.2,0.3333,2.0,0.0,-0.75,14.0,6.0,1.3333,47.0,0.4242,0.9583,291500.0,-0.0603,0.0282,81.0,0.2656,0.9756,1.3824,0.3178,-0.0294
2016-04-01,78756.0,"Austin, TX",540500.0,-0.1118,,36.0,0.2857,,36.0,0.125,,18.0,0.2857,0.8,0.0,,,16.0,0.3333,1.0,18.0,0.8,1.0,572800.0,-0.0743,0.1818,54.0,0.4211,1.16,0.5,0.1429,-0.0625
2016-04-01,78757.0,"Austin, TX",437500.0,0.0205,0.0053,59.0,0.2292,0.2041,30.0,0.0,0.0,56.0,0.5556,0.75,0.0,,-1.0,22.0,0.2222,0.375,46.0,-0.1154,0.2778,446500.0,0.015,-0.0058,105.0,0.05,0.2353,0.7797,-0.3037,0.045
2016-04-01,78758.0,"Austin, TX",152500.0,-0.1858,0.2698,24.0,-0.04,,38.0,-0.0256,-0.0256,22.0,-0.1538,0.2222,0.0,,,6.0,0.5,2.0,49.0,-0.02,0.5806,219200.0,-0.0275,0.2864,73.0,-0.0267,0.3519,2.0417,0.0417,0.6938
2016-04-01,78759.0,"Austin, TX",500000.0,0.1163,-0.0521,49.0,0.0,-0.02,41.0,-0.0682,0.1389,40.0,0.3333,-0.1667,0.0,,,20.0,0.4286,0.1111,63.0,0.0328,0.26,492100.0,0.0571,-0.1835,112.0,0.0182,0.12,1.2857,0.0408,0.2857
2016-03-01,78701.0,"Austin, TX",633500.0,-0.0698,-0.1553,97.0,0.2436,0.5902,40.0,0.0256,-0.2308,28.0,-0.3636,0.0,0.0,,,26.0,0.4444,1.1667,20.0,0.3333,-0.0909,1023400.0,-0.0801,-0.1124,117.0,0.2581,0.4096,0.2062,0.0139,-0.1545
2016-03-01,78702.0,"Austin, TX",443500.0,0.0266,0.1088,95.0,-0.1121,0.1585,61.0,0.2979,0.3261,30.0,-0.3182,-0.25,0.0,-1.0,,28.0,-0.1765,-0.3,84.0,0.0909,0.7872,489500.0,0.0221,0.0943,179.0,-0.0272,0.3876,0.8842,0.1646,0.311
2016-03-01,78703.0,"Austin, TX",872500.0,0.0029,,106.0,0.0928,0.5588,66.0,-0.1852,0.4667,42.0,0.4,0.3125,0.0,,,46.0,0.3529,0.9167,42.0,0.0769,0.2727,1194900.0,-0.0478,-0.1695,148.0,0.0882,0.4653,0.3962,-0.0058,-0.0891
2016-03-01,78704.0,"Austin, TX",644000.0,0.015,-0.0077,212.0,0.1459,0.3856,46.0,-0.2459,0.3939,86.0,-0.1042,-0.1042,4.0,0.0,-0.5,66.0,0.32,1.3571,95.0,0.0,0.1875,736200.0,0.0117,0.0765,307.0,0.0964,0.3176,0.4481,-0.0654,-0.0748
2016-03-01,78705.0,"Austin, TX",336300.0,-0.0218,0.3457,48.0,0.1707,0.3333,28.0,-0.1515,0.0769,30.0,-0.1176,0.0714,0.0,,,14.0,0.4,0.75,36.0,0.44,1.0,387000.0,-0.0235,0.3141,84.0,0.2727,0.5556,0.75,0.1402,0.25
2016-03-01,78717.0,"Austin, TX",374900.0,-0.0288,0.0271,78.0,0.2787,0.3448,40.0,-0.4203,0.2903,42.0,0.2353,0.3125,6.0,2.0,-0.5,24.0,1.0,0.5,53.0,0.0,0.2927,417900.0,-0.0183,0.0158,131.0,0.1491,0.3232,0.6795,-0.1894,-0.0274
2016-03-01,78721.0,"Austin, TX",327200.0,0.1401,,41.0,0.1081,,51.0,-0.3929,,18.0,0.125,0.125,0.0,,,12.0,-0.1429,0.5,25.0,0.0417,0.5625,342200.0,0.0819,0.2221,66.0,0.082,0.6923,0.6098,-0.0389,-0.0859
2016-03-01,78723.0,"Austin, TX",373200.0,0.0141,-0.1093,54.0,0.0385,,46.0,-0.1481,-0.1154,34.0,0.5455,0.2143,0.0,,-1.0,36.0,0.8,2.0,63.0,0.05,0.8,394600.0,0.0379,-0.1166,117.0,0.0446,0.3,1.1667,0.0128,0.5303
2016-03-01,78726.0,"Austin, TX",509200.0,0.0688,0.1316,35.0,-0.0278,,61.0,-0.1408,-0.396,10.0,-0.5,-0.1667,8.0,0.3333,,6.0,0.5,0.5,31.0,0.3478,1.5833,619800.0,0.0772,0.2194,66.0,0.1186,0.5349,0.8857,0.2468,0.4986
2016-03-01,78727.0,"Austin, TX",336000.0,0.009,0.2376,31.0,0.0333,0.55,34.0,-0.4138,0.4783,22.0,0.1,-0.0833,8.0,,,6.0,0.5,-0.25,49.0,0.5806,0.5806,359100.0,0.0006,0.2353,80.0,0.3115,0.5686,1.5806,0.5473,0.0306
2016-03-01,78729.0,"Austin, TX",291500.0,0.0319,0.0749,27.0,0.0385,0.2273,42.0,0.5556,,20.0,-0.0909,-0.2857,0.0,,,12.0,0.0,,35.0,0.3462,0.6667,290000.0,-0.0038,0.112,62.0,0.1923,0.4419,1.2963,0.2963,0.3418
2016-03-01,78730.0,"Austin, TX",862300.0,0.1935,0.0145,50.0,0.3514,0.2195,37.0,-0.1591,-0.075,28.0,1.3333,0.1667,2.0,,,6.0,-0.25,,24.0,0.1429,0.3333,1065400.0,0.0553,-0.0266,74.0,0.2759,0.2542,0.48,-0.0876,0.041
2016-03-01,78731.0,"Austin, TX",774500.0,-0.0127,0.1647,60.0,0.0345,0.0526,36.0,0.0286,-0.122,38.0,-0.05,-0.05,2.0,,,22.0,-0.1538,0.8333,49.0,0.1667,0.75,1367400.0,0.0325,0.4369,109.0,0.09,0.2824,0.8167,0.0925,0.3254
2016-03-01,78732.0,"Austin, TX",681500.0,0.0925,0.1358,98.0,0.0538,-0.1478,54.0,-0.25,,56.0,0.8667,-0.125,2.0,0.0,,32.0,0.1429,0.0,61.0,0.4878,1.0333,1178600.0,0.0783,0.2874,159.0,0.1866,0.0966,0.6224,0.1816,0.3616
2016-03-01,78733.0,"Austin, TX",1512300.0,0.205,0.2762,35.0,0.129,-0.3636,56.0,-0.0508,-0.44,14.0,0.4,0.1667,0.0,,,10.0,0.25,0.25,17.0,0.4167,0.3077,2612900.0,0.1751,0.5245,52.0,0.2093,-0.2353,0.4857,0.0986,0.2494
2016-03-01,78734.0,"Austin, TX",626700.0,0.0461,0.0503,226.0,0.0711,-0.0924,63.0,-0.3298,0.1455,74.0,-0.0263,-0.119,2.0,,,42.0,-0.0455,-0.25,104.0,0.1429,0.8246,1133100.0,0.0611,0.1448,330.0,0.0927,0.0784,0.4602,0.0289,0.2313
2016-03-01,78735.0,"Austin, TX",1268700.0,0.0252,-0.2066,85.0,0.1184,0.2143,53.0,-0.1452,0.0392,38.0,0.1176,0.1875,0.0,,,22.0,1.2,0.8333,26.0,0.1818,0.1304,1414500.0,0.0231,-0.1954,111.0,0.1327,0.1935,0.3059,0.0164,-0.0227
2016-03-01,78736.0,"Austin, TX",521800.0,-0.1371,-0.1577,22.0,0.1579,0.1,44.0,-0.4211,,14.0,0.75,-0.125,0.0,,,4.0,0.0,0.0,15.0,-0.0625,0.3636,728000.0,-0.0363,0.1765,37.0,0.0571,0.1935,0.6818,-0.1603,0.1318
2016-03-01,78737.0,"Austin, TX",497900.0,0.0097,0.0,88.0,0.0353,-0.1927,50.0,0.1628,-0.1228,38.0,-0.0952,0.1875,2.0,,-0.75,20.0,-0.2308,0.0,57.0,0.14,0.7813,531900.0,0.0253,-0.2626,145.0,0.0741,0.0284,0.6477,0.0595,0.3541
2016-03-01,78738.0,"Austin, TX",670700.0,-0.0004,0.0663,276.0,0.0656,-0.0282,64.0,-0.3905,-0.1233,102.0,0.4571,0.1591,4.0,-0.7143,-0.8333,78.0,0.5,0.1471,97.0,0.4265,0.7963,903600.0,-0.0091,0.1205,373.0,0.1407,0.1036,0.3514,0.0889,0.1613
2016-03-01,78739.0,"Austin, TX",499700.0,-0.0004,0.0891,49.0,0.1395,,43.0,-0.2833,0.0488,36.0,0.8,0.2857,2.0,-0.8,-0.9167,4.0,-0.3333,-0.75,51.0,-0.0377,1.04,557200.0,0.0211,0.0811,100.0,0.0417,0.0638,1.0408,-0.1917,0.6785
2016-03-01,78741.0,"Austin, TX",325500.0,0.1604,0.2168,29.0,0.6111,,23.0,-0.6406,-0.2813,32.0,1.2857,0.3333,0.0,,-1.0,0.0,-1.0,-1.0,48.0,0.1429,1.8235,338500.0,0.0581,0.2386,77.0,0.2833,0.6042,1.6552,-0.6782,1.1068
2016-03-01,78744.0,"Austin, TX",272200.0,0.0078,,56.0,0.037,,47.0,-0.2769,,18.0,-0.25,0.5,28.0,6.0,,16.0,3.0,,124.0,0.1481,4.6364,268500.0,0.0256,0.1797,180.0,0.1111,2.913,2.2143,0.2143,1.2976
2016-03-01,78745.0,"Austin, TX",308600.0,-0.0029,0.1222,67.0,-0.0429,,30.0,0.1111,0.3636,52.0,-0.1875,-0.1875,4.0,0.0,,20.0,-0.1667,-0.1667,141.0,0.1371,1.6604,331600.0,-0.0006,0.1101,208.0,0.0722,0.7931,2.1045,0.333,1.2632
2016-03-01,78746.0,"Austin, TX",1698000.0,-0.0031,,171.0,0.2761,,51.0,-0.1639,,60.0,0.0,0.0,2.0,,,36.0,0.2857,1.25,50.0,0.0,0.3889,2361800.0,-0.0082,0.1505,221.0,0.2011,0.4636,0.2924,-0.0807,-0.0206
2016-03-01,78747.0,"Austin, TX",288000.0,-0.0052,0.1334,41.0,0.1389,0.0,50.0,-0.359,0.5152,24.0,0.3333,-0.25,4.0,,,6.0,0.5,0.5,34.0,-0.0811,0.7895,321200.0,-0.0319,0.0587,75.0,0.0274,0.25,0.8293,-0.1985,0.3659
2016-03-01,78748.0,"Austin, TX",320400.0,-0.0087,0.0684,94.0,0.3429,0.5667,29.0,-0.5469,-0.2927,62.0,0.1481,0.1923,24.0,,,32.0,1.0,1.6667,106.0,0.0392,0.7667,353400.0,0.0559,0.14,200.0,0.1628,0.6667,1.1277,-0.3295,0.1277
2016-03-01,78749.0,"Austin, TX",348500.0,-0.0468,0.0481,24.0,0.3333,0.1429,18.0,-0.4545,1.0,38.0,0.4615,0.0556,0.0,,,8.0,0.0,1.0,52.0,0.2381,0.2683,361500.0,-0.0308,0.0567,76.0,0.2667,0.2258,2.1667,-0.1667,0.2143
2016-03-01,78750.0,"Austin, TX",512500.0,0.0159,0.1741,41.0,0.3226,0.4643,28.0,-0.125,0.12,42.0,0.4,0.3125,0.0,,,20.0,4.0,4.0,38.0,0.2667,0.0,468100.0,0.0054,0.0338,79.0,0.2951,0.197,0.9268,-0.0409,-0.4303
2016-03-01,78751.0,"Austin, TX",480000.0,-0.0264,-0.0101,39.0,0.0541,0.6957,45.0,-0.2105,0.5,18.0,0.0,-0.1,0.0,,,12.0,0.2,0.5,31.0,0.4091,1.2143,511700.0,-0.0197,0.0388,70.0,0.1864,0.8919,0.7949,0.2003,0.1862
2016-03-01,78753.0,"Austin, TX",252800.0,0.0096,0.2362,22.0,-0.12,,38.0,0.1515,-0.3333,22.0,0.0,0.375,2.0,-0.5,,10.0,1.5,-0.1667,41.0,0.2059,1.2778,253100.0,-0.0198,0.1145,63.0,0.0678,0.5366,1.8636,0.5036,1.081
2016-03-01,78754.0,"Austin, TX",273100.0,0.0384,,31.0,0.1481,,45.0,-0.2241,,20.0,0.0,-0.1667,2.0,0.0,-0.5,2.0,0.0,-0.5,33.0,-0.0571,0.5714,310200.0,0.0354,0.0808,64.0,0.0323,0.8286,1.0645,-0.2318,-0.4355
2016-03-01,78756.0,"Austin, TX",608500.0,0.0176,,28.0,0.1667,,32.0,0.1852,,14.0,0.4,0.75,0.0,,,12.0,-0.25,2.0,10.0,-0.0909,-0.1667,618800.0,0.0374,0.193,38.0,0.0857,0.4615,0.3571,-0.1012,-0.5
2016-03-01,78757.0,"Austin, TX",428700.0,0.0078,-0.0452,48.0,0.0909,-0.04,30.0,-0.1176,0.25,36.0,0.125,-0.1,0.0,,,18.0,-0.1818,0.125,52.0,0.0196,0.3,439900.0,-0.017,-0.0616,100.0,0.0526,0.1111,1.0833,-0.0758,0.2833
2016-03-01,78758.0,"Austin, TX",187300.0,0.4408,0.2099,25.0,-0.1379,,39.0,-0.2642,0.0263,26.0,0.4444,0.0833,0.0,,,4.0,1.0,0.0,50.0,0.1111,0.7857,225400.0,0.0135,0.1964,75.0,0.0135,0.2931,2.0,0.4483,1.0667
2016-03-01,78759.0,"Austin, TX",447900.0,-0.1042,-0.1428,49.0,-0.02,0.0426,44.0,0.375,0.375,30.0,-0.2105,0.0714,0.0,,,14.0,-0.4167,0.75,61.0,0.1296,0.6486,465500.0,-0.0051,-0.2322,110.0,0.0577,0.3095,1.2449,0.1649,0.4577
2016-02-01,78701.0,"Austin, TX",681000.0,0.0089,-0.1613,78.0,0.1471,0.3684,39.0,-0.4935,-0.1136,44.0,0.8333,0.6923,0.0,,,18.0,1.25,0.5,15.0,-0.1667,-0.1176,1112500.0,-0.0555,-0.0377,93.0,0.0814,0.2568,0.1923,-0.0724,-0.1059
2016-02-01,78702.0,"Austin, TX",432000.0,0.0049,0.0923,107.0,0.019,0.2738,47.0,-0.3562,-0.2034,44.0,0.1,-0.0435,4.0,,,34.0,0.4167,0.0625,77.0,0.2222,1.3333,478900.0,-0.0048,0.0718,184.0,0.0952,0.5726,0.7196,0.1196,0.3268
2016-02-01,78703.0,"Austin, TX",870000.0,-0.0219,-0.0569,97.0,0.0899,0.3662,81.0,-0.0581,0.35,30.0,0.0714,-0.2857,0.0,,-1.0,34.0,0.7,0.8889,39.0,0.2581,0.5,1254900.0,-0.0188,-0.0423,136.0,0.1333,0.4021,0.4021,0.0537,0.0359
